Country,Model,Selected_Params,n_eval,MAE,RMSE,MAPE,sMAPE,MASE,near_zero_actuals
Brunei Darussalam,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.27844881916309666,0.3602763474207952,39.0424056361531,28.784086226082444,0.6893883587307165,1
Brunei Darussalam,SARIMA,"{""order"": [0, 1, 1], ""seasonal_order"": [1, 1, 1, 12]}",120,0.258249986189931,0.3417715173282037,37.82300064739996,26.78870655903894,0.6393797418743085,1
Brunei Darussalam,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""rolling_windows"": [3, 6, 12], ""subsample"": 0.9}",120,0.47147372992038733,0.5630038724179983,49.78854714897718,52.298359964980165,1.1672827409768436,1
Brunei Darussalam,Prophet,"{""changepoint_prior_scale"": 0.01, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 10.0, ""yearly_seasonality"": true}",120,0.41071812185323736,0.4957249548289331,42.83310854406975,44.48349312116886,1.0168629652529384,1
Cambodia,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.8190333990053309,0.9601822061638501,81.34260840555399,115.05226000047524,1.3746015088201358,6
Cambodia,SARIMA,"{""order"": [0, 0, 1], ""seasonal_order"": [2, 1, 1, 12]}",120,0.5739024057524721,0.6994962374472509,81.49189410861352,69.59804102012654,0.9631928488153377,6
Cambodia,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12], ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 500, ""rolling_windows"": [3, 6, 12], ""subsample"": 0.9}",120,0.6085262375354766,0.7572898884076469,85.1156072971597,71.69105155276489,1.0213027762833173,6
Cambodia,Prophet,"{""changepoint_prior_scale"": 0.01, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 1.0, ""yearly_seasonality"": true}",120,0.49851392022990765,0.6323992954191213,87.77341400860946,54.62200396323566,0.8366667192669779,6
Indonesia,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": false, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.22594498051357495,0.2985084035991744,23.592519685535766,23.538238046368672,0.7750688148849998,0
Indonesia,SARIMA,"{""order"": [1, 1, 2], ""seasonal_order"": [2, 1, 1, 12]}",120,0.3453933743164061,0.42218396273786746,32.337781514892214,38.54780709813354,1.1848177936595683,0
Indonesia,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.02, ""max_depth"": 2, ""n_estimators"": 300, ""rolling_windows"": [3, 12], ""subsample"": 0.9}",120,0.43969180641969047,0.5034457770881231,41.24351357620355,52.36986471410459,1.5082937737396616,0
