Country,Model,Selected_Params,n_eval,MAE,RMSE,MAPE,sMAPE,MASE,near_zero_actuals
Brunei Darussalam,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.2784488191630966,0.3602763474207952,39.0424056361531,28.784086226082444,0.6893883587307165,1
Brunei Darussalam,SARIMA,"{""order"": [0, 1, 1], ""seasonal_order"": [1, 1, 1, 12]}",120,0.258249986189931,0.3417715173282037,37.82300064739996,26.78870655903894,0.6393797418743085,1
Brunei Darussalam,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""rolling_windows"": [3, 6, 12], ""subsample"": 0.9}",120,0.4714737299203873,0.5630038724179983,49.78854714897718,52.298359964980165,1.1672827409768436,1
Brunei Darussalam,Prophet,"{""changepoint_prior_scale"": 0.01, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 10.0, ""yearly_seasonality"": true}",120,0.4107181218532373,0.4957249548289331,42.83310854406975,44.48349312116886,1.0168629652529384,1
Cambodia,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.8190333990053309,0.96018220616385,81.34260840555399,115.05226000047524,1.3746015088201358,6
Cambodia,SARIMA,"{""order"": [0, 0, 1], ""seasonal_order"": [2, 1, 1, 12]}",120,0.5739024057524721,0.6994962374472509,81.49189410861352,69.59804102012654,0.9631928488153376,6
Cambodia,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12], ""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 500, ""rolling_windows"": [3, 6, 12], ""subsample"": 0.9}",120,0.6085262375354766,0.7572898884076469,85.1156072971597,71.69105155276489,1.0213027762833171,6
Cambodia,Prophet,"{""changepoint_prior_scale"": 0.01, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 1.0, ""yearly_seasonality"": true}",120,0.4985139202299076,0.6323992954191213,87.77341400860946,54.62200396323566,0.8366667192669779,6
Indonesia,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": false, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.2259449805135749,0.2985084035991744,23.59251968553577,23.538238046368672,0.7750688148849998,0
Indonesia,SARIMA,"{""order"": [1, 1, 2], ""seasonal_order"": [2, 1, 1, 12]}",120,0.3453933743164061,0.4221839627378674,32.337781514892214,38.54780709813354,1.1848177936595683,0
Indonesia,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.02, ""max_depth"": 2, ""n_estimators"": 300, ""rolling_windows"": [3, 12], ""subsample"": 0.9}",120,0.4396918064196904,0.5034457770881231,41.24351357620355,52.36986471410459,1.5082937737396616,0
Indonesia,Prophet,"{""changepoint_prior_scale"": 0.01, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 1.0, ""yearly_seasonality"": true}",120,0.3319797708265456,0.4087802948560549,30.98891161822728,36.69718519543781,1.1388045308882857,0
Lao People's Democratic Republic,Holt-Winters,"{""damped_trend"": true, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,1.1313914156326883,1.3212077926510926,94.351132335245,140.03656749692698,1.3832844016505592,4
Lao People's Democratic Republic,SARIMA,"{""order"": [0, 0, 1], ""seasonal_order"": [2, 1, 1, 12]}",120,0.8465240244017831,1.0352066899364365,97.24005324945512,84.55316599358017,1.034994134123437,4
Lao People's Democratic Republic,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 500, ""rolling_windows"": [3, 6, 12], ""subsample"": 0.9}",120,0.8127150705973308,0.9966577407296496,115.45717304594214,77.24115344109656,0.993657954806865,4
Lao People's Democratic Republic,Prophet,"{""changepoint_prior_scale"": 0.01, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 10.0, ""yearly_seasonality"": true}",120,0.7142552050996613,0.905580439941285,101.63722013427196,64.79817869205075,0.8732769847467602,4
Malaysia,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.2804748347550355,0.3527938079334808,27.50917156427738,26.24203550584901,0.8198598258646006,0
Malaysia,SARIMA,"{""order"": [1, 1, 2], ""seasonal_order"": [2, 1, 1, 12]}",120,0.2613850412686603,0.335030319033018,26.791311273716893,24.35166475711201,0.7640581894104777,0
Malaysia,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.02, ""max_depth"": 4, ""n_estimators"": 300, ""rolling_windows"": [3, 6, 12], ""subsample"": 0.9}",120,0.5231554598887761,0.5904461294537786,45.30896047845288,55.97477090567238,1.5292428806282647,0
Malaysia,Prophet,"{""changepoint_prior_scale"": 0.001, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 0.1, ""yearly_seasonality"": true}",120,0.3537179374077268,0.427128005873121,31.93181827047918,34.40893949574713,1.0339577410628211,0
Myanmar,Holt-Winters,"{""damped_trend"": true, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.9340654776511256,1.04803336635797,65.66900280925485,94.44786396952722,1.747686244922976,1
Myanmar,SARIMA,"{""order"": [1, 1, 1], ""seasonal_order"": [2, 1, 1, 12]}",120,0.5607277281045744,0.6736775710925296,48.32417012242392,47.02973375015215,1.0491514363849523,1
Myanmar,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12], ""learning_rate"": 0.03, ""max_depth"": 2, ""n_estimators"": 300, ""rolling_windows"": [3, 12], ""subsample"": 0.9}",120,0.9257577401955924,1.0388686594562992,66.8037589986216,92.46234898030094,1.7321420257811035,1
Myanmar,Prophet,"{""changepoint_prior_scale"": 0.1, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 0.1, ""yearly_seasonality"": true}",120,0.5520419199523535,0.6583836935383778,49.69493452172092,45.75635595201522,1.0328998268384255,1
Philippines,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.284352034488938,0.3537253158559281,31.93103321994955,23.498680833305876,0.7576245496203985,1
Philippines,SARIMA,"{""order"": [0, 0, 1], ""seasonal_order"": [1, 0, 1, 12]}",120,0.3713201034272148,0.4442803910840027,37.283773063300565,31.538582174700004,0.9893413515737918,1
Philippines,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.02, ""max_depth"": 2, ""n_estimators"": 500, ""rolling_windows"": [3, 6, 12], ""subsample"": 0.9}",120,0.487071718231837,0.562742215330765,42.77561975420882,43.08424029522087,1.2977487283376017,1
Philippines,Prophet,"{""changepoint_prior_scale"": 0.001, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 1.0, ""yearly_seasonality"": true}",120,0.3174146414227039,0.4089961619446076,42.08206648797576,24.96176348447004,0.8457162094268457,1
Singapore,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": false, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",118,0.5171724308586032,0.6370755916538534,40.7556006365324,39.167604884548055,0.977221482255929,0
Singapore,SARIMA,"{""order"": [2, 1, 2], ""seasonal_order"": [1, 1, 2, 12]}",118,0.6491286747478936,0.7875963340255808,44.66560436500536,51.827629073472956,1.226558973104649,0
Singapore,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12, 24], ""learning_rate"": 0.05, ""max_depth"": 2, ""n_estimators"": 300, ""rolling_windows"": [3, 12], ""subsample"": 0.9}",118,0.49331301291918356,0.6308456542926991,43.06501906890921,36.748164620849565,0.9321379968005761,0
Singapore,Prophet,"{""changepoint_prior_scale"": 0.05, ""seasonality_mode"": ""additive"", ""seasonality_prior_scale"": 10.0, ""yearly_seasonality"": true}",118,0.6527923056118762,0.7930545515126245,44.478520739578755,52.04329179610644,1.2334815748709416,0
Thailand,Holt-Winters,"{""damped_trend"": false, ""remove_bias"": true, ""seasonal"": ""add"", ""seasonal_periods"": 12, ""trend"": ""add""}",120,0.9235426237603992,1.0816190171444164,81.21629532001647,110.28858053710442,1.402549106390279,3
Thailand,SARIMA,"{""order"": [2, 1, 1], ""seasonal_order"": [2, 1, 1, 12]}",120,0.5954496868144263,0.7402468221165818,81.48467769890361,57.92525324435436,0.9042868240790728,3
Thailand,XGBoost,"{""colsample_bytree"": 0.9, ""lag_set"": [1, 2, 3, 6, 12], ""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 500, ""rolling_windows"": [3, 12], ""subsample"": 0.9}",120,0.5781602321372677,0.7288476215724832,86.08076114383717,60.08381798373612,0.8780299859174643,3
